canonical_smiles,pchembl_value,assay_description,standard_type,standard_value,standard_units,standard_relation,assay_chembl_id,assay_type,molecule_chembl_id,target_organism,target_chembl_id,document_chembl_id
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,8.59,Inhibition of human EGFR in presence of 1 uM ATP,IC50,2.6,nM,=,CHEMBL892951,B,CHEMBL29197,Homo sapiens,CHEMBL203,CHEMBL1147965
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,8.82,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,1.5,nM,=,CHEMBL674020,B,CHEMBL27688,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCN(C)CC1,8.77,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,1.7,nM,=,CHEMBL674020,B,CHEMBL32844,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1,8.52,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,3.0,nM,=,CHEMBL674020,B,CHEMBL286343,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,8.57,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,2.7,nM,=,CHEMBL674020,B,CHEMBL281543,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,9.80,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.16,nM,=,CHEMBL674020,B,CHEMBL417478,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,9.12,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.75,nM,=,CHEMBL674020,B,CHEMBL28418,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,9.38,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.42,nM,=,CHEMBL674020,B,CHEMBL31815,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,9.02,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.95,nM,=,CHEMBL674020,B,CHEMBL31816,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCCCO,8.77,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,1.7,nM,=,CHEMBL674020,B,CHEMBL32079,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,9.96,Reversible binding affinity to human EGFR L858R/ T790M double mutant expressed in baculovirus by fluorometric analysis,Ki,0.11,nM,=,CHEMBL3790712,B,CHEMBL31965,Homo sapiens,CHEMBL203,CHEMBL3785081
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.12,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.75,nM,=,CHEMBL674020,B,CHEMBL31373,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)N(C)c1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.70,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,20.0,nM,=,CHEMBL674020,B,CHEMBL31630,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCN(C)C,8.41,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,3.9,nM,=,CHEMBL674020,B,CHEMBL31588,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,9.11,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.78,nM,=,CHEMBL674020,B,CHEMBL31326,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,8.44,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,3.6,nM,=,CHEMBL674020,B,CHEMBL31419,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.15,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),IC50,0.7,nM,=,CHEMBL673925,B,CHEMBL285063,Homo sapiens,CHEMBL203,CHEMBL1134843
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,7.57,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,27.0,nM,=,CHEMBL674020,B,CHEMBL31369,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,7.35,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,45.0,nM,=,CHEMBL674020,B,CHEMBL283201,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,8.18,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,6.6,nM,=,CHEMBL674020,B,CHEMBL284326,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,8.74,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,1.8,nM,=,CHEMBL674020,B,CHEMBL27685,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,9.16,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.69,nM,=,CHEMBL674020,B,CHEMBL280757,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,8.82,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,1.5,nM,=,CHEMBL674020,B,CHEMBL31656,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,9.01,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,0.97,nM,=,CHEMBL674020,B,CHEMBL31570,Homo sapiens,CHEMBL203,CHEMBL1133162
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,8.70,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,IC50,2.0,nM,=,CHEMBL674020,B,CHEMBL31622,Homo sapiens,CHEMBL203,CHEMBL1133162
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,9.00,Inhibition of EGF receptor,IC50,1.0,nM,=,CHEMBL675238,B,CHEMBL30432,Homo sapiens,CHEMBL203,CHEMBL1134080
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,8.01,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,9.7,nM,=,CHEMBL677385,B,CHEMBL281300,Homo sapiens,CHEMBL203,CHEMBL1147619
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,6.48,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,330.2,nM,=,CHEMBL677385,B,CHEMBL31876,Homo sapiens,CHEMBL203,CHEMBL1147619
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.59,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,258.9,nM,=,CHEMBL677385,B,CHEMBL283682,Homo sapiens,CHEMBL203,CHEMBL1147619
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,7.43,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,37.2,nM,=,CHEMBL677385,B,CHEMBL30973,Homo sapiens,CHEMBL203,CHEMBL1147619
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.20,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,6266.2,nM,=,CHEMBL677385,B,CHEMBL31745,Homo sapiens,CHEMBL203,CHEMBL1147619
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,8.72,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,1.9,nM,=,CHEMBL677385,B,CHEMBL31276,Homo sapiens,CHEMBL203,CHEMBL1147619
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5.42,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,3762.4,nM,=,CHEMBL677385,B,CHEMBL287022,Homo sapiens,CHEMBL203,CHEMBL1147619
CN(C)C/C=C/C(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.69,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,2043.6,nM,=,CHEMBL677385,B,CHEMBL441518,Homo sapiens,CHEMBL203,CHEMBL1147619
C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.43,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,IC50,374.8,nM,=,CHEMBL677385,B,CHEMBL281467,Homo sapiens,CHEMBL203,CHEMBL1147619
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,6.21,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",IC50,614.0,nM,=,CHEMBL1909203,B,CHEMBL290106,Homo sapiens,CHEMBL203,CHEMBL1909046
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,5.50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",IC50,3197.0,nM,=,CHEMBL1909203,B,CHEMBL787,Homo sapiens,CHEMBL203,CHEMBL1909046
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,4.49,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",IC50,32404.0,nM,=,CHEMBL1909203,B,CHEMBL808,Homo sapiens,CHEMBL203,CHEMBL1909046
OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.80,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,1.6,nM,=,CHEMBL677389,B,CHEMBL416611,Homo sapiens,CHEMBL203,CHEMBL1130030
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.39,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,41.0,nM,=,CHEMBL677389,B,CHEMBL37373,Homo sapiens,CHEMBL203,CHEMBL1130030
Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.10,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,0.8,nM,=,CHEMBL677389,B,CHEMBL36727,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.32,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,4.8,nM,=,CHEMBL677389,B,CHEMBL36967,Homo sapiens,CHEMBL203,CHEMBL1130030
O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.28,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,53.0,nM,=,CHEMBL677389,B,CHEMBL36819,Homo sapiens,CHEMBL203,CHEMBL1130030
CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.12,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,7.5,nM,=,CHEMBL677389,B,CHEMBL39811,Homo sapiens,CHEMBL203,CHEMBL1130030
c1ccc(Nc2ncnc3ccccc23)cc1,6.46,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,346.0,nM,=,CHEMBL677389,B,CHEMBL289959,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,8.43,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,3.7,nM,=,CHEMBL677389,B,CHEMBL38199,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.41,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),IC50,0.39,nM,=,CHEMBL679944,B,CHEMBL40734,Homo sapiens,CHEMBL203,CHEMBL1132555
Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,8.06,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,8.8,nM,=,CHEMBL677389,B,CHEMBL39355,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,8.43,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,3.7,nM,=,CHEMBL677389,B,CHEMBL40130,Homo sapiens,CHEMBL203,CHEMBL1130030
COc1cccc2c(Nc3cccc(Br)c3)ncnc12,6.01,Inhibition of Epidermal growth factor receptor from A431 cells,IC50,974.0,nM,=,CHEMBL677205,B,CHEMBL289787,Homo sapiens,CHEMBL203,CHEMBL1128536
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.92,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,12.0,nM,=,CHEMBL677389,B,CHEMBL37543,Homo sapiens,CHEMBL203,CHEMBL1130030
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.68,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,21.0,nM,=,CHEMBL677389,B,CHEMBL287289,Homo sapiens,CHEMBL203,CHEMBL1130030
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.59,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,2.6,nM,=,CHEMBL677389,B,CHEMBL287007,Homo sapiens,CHEMBL203,CHEMBL1130030
OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.46,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,3.5,nM,=,CHEMBL677389,B,CHEMBL36164,Homo sapiens,CHEMBL203,CHEMBL1130030
O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.29,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,5.1,nM,=,CHEMBL677389,B,CHEMBL289162,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ncnc3ccccc23)c1,7.57,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,27.0,nM,=,CHEMBL677389,B,CHEMBL290096,Homo sapiens,CHEMBL203,CHEMBL1130030
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.14,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,0.72,nM,=,CHEMBL677389,B,CHEMBL289213,Homo sapiens,CHEMBL203,CHEMBL1130030
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.47,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,3.4,nM,=,CHEMBL677389,B,CHEMBL39715,Homo sapiens,CHEMBL203,CHEMBL1130030
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,11.22,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,0.006,nM,=,CHEMBL677389,B,CHEMBL35820,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ccnc3ccccc23)c1,5.26,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,5500.0,nM,=,CHEMBL677389,B,CHEMBL37346,Homo sapiens,CHEMBL203,CHEMBL1130030
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.36,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,0.44,nM,=,CHEMBL677389,B,CHEMBL39337,Homo sapiens,CHEMBL203,CHEMBL1130030
CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.40,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,40.0,nM,=,CHEMBL677389,B,CHEMBL287832,Homo sapiens,CHEMBL203,CHEMBL1130030
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.43,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,IC50,0.37,nM,=,CHEMBL677389,B,CHEMBL39320,Homo sapiens,CHEMBL203,CHEMBL1130030
COc1cc(/C=C(\C#N)C(N)=O)cc(Sc2nc3ccccc3s2)c1O,6.46,Inhibition of c-erbB2 receptor,IC50,350.0,nM,=,CHEMBL821544,B,CHEMBL290389,Homo sapiens,CHEMBL203,CHEMBL1133720
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.32,Inhibition of EGFR,IC50,480.0,nM,=,CHEMBL940057,B,CHEMBL406845,Homo sapiens,CHEMBL203,CHEMBL1145498
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,7.75,Binding constant for EGFR(E746-A750del) kinase domain,Kd,18.0,nM,=,CHEMBL1908694,B,CHEMBL288441,Homo sapiens,CHEMBL203,CHEMBL1908390
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.22,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",IC50,6057.0,nM,=,CHEMBL1909203,B,CHEMBL296419,Homo sapiens,CHEMBL203,CHEMBL1909046
O=CN/C=C/c1ccc(O)c(O)c1,5.16,Inhibition of Epidermal growth factor receptor,IC50,7000.0,nM,=,CHEMBL674699,B,CHEMBL46946,Homo sapiens,CHEMBL203,CHEMBL1153680
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,5.50,Inhibition of Epidermal growth factor receptor,IC50,3200.0,nM,=,CHEMBL679674,B,CHEMBL47940,Homo sapiens,CHEMBL203,CHEMBL1132739
O=CN/C=C/c1cc(O)ccc1O,5.52,Inhibition of Epidermal growth factor receptor,IC50,3000.0,nM,=,CHEMBL674699,B,CHEMBL47986,Homo sapiens,CHEMBL203,CHEMBL1153680
N#C/C(=C\c1cc(O)ccc1O)C(N)=O,5.00,Inhibition of Epidermal growth factor receptor,IC50,10000.0,nM,=,CHEMBL674699,B,CHEMBL47660,Homo sapiens,CHEMBL203,CHEMBL1153680
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.46,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,Ki,3500.0,nM,=,CHEMBL675636,B,CHEMBL296407,Homo sapiens,CHEMBL203,CHEMBL1124610
O=C1Nc2ccccc2/C1=C/c1ccc(-c2cccs2)s1,5.00,Inhibition of recombinant human EGFR using peptide as substrate by fluorimetric analysis,IC50,10100.0,nM,=,CHEMBL4231196,B,CHEMBL47173,Homo sapiens,CHEMBL203,CHEMBL4229349
CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,4.73,Concentration required to achieve 50% inhibition of tyrosine phosphorylation on human Epidermal growth factor receptor (EGF RTK).,IC50,18500.0,nM,=,CHEMBL676159,B,CHEMBL48760,Homo sapiens,CHEMBL203,CHEMBL1131018
CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,5.78,Inhibition of Epidermal growth factor receptor,IC50,1680.0,nM,=,CHEMBL674692,B,CHEMBL48614,Homo sapiens,CHEMBL203,CHEMBL1135924
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5.25,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,IC50,5600.0,nM,=,CHEMBL680019,B,CHEMBL49596,Homo sapiens,CHEMBL203,CHEMBL1131066
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.06,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,IC50,8700.0,nM,=,CHEMBL680019,B,CHEMBL299194,Homo sapiens,CHEMBL203,CHEMBL1131066
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,7.11,Inhibition of human epidermal growth factor receptor,IC50,78.0,nM,=,CHEMBL683042,B,CHEMBL301612,Homo sapiens,CHEMBL203,CHEMBL1131506
CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,6.62,Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase,IC50,240.0,nM,=,CHEMBL675521,B,CHEMBL45827,Homo sapiens,CHEMBL203,CHEMBL1130094
CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.46,Inhibition of human epidermal growth factor receptor,IC50,350.0,nM,=,CHEMBL683042,B,CHEMBL49120,Homo sapiens,CHEMBL203,CHEMBL1131506
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NCc4ccccc4)nc3n2)CC1,6.01,Inhibition of human epidermal growth factor receptor,IC50,980.0,nM,=,CHEMBL683042,B,CHEMBL51485,Homo sapiens,CHEMBL203,CHEMBL1131506
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC4CCCCC4)nc3n2)CC1,6.06,Inhibition of human epidermal growth factor receptor,IC50,880.0,nM,=,CHEMBL683042,B,CHEMBL51028,Homo sapiens,CHEMBL203,CHEMBL1131506
COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1,6.14,Inhibition of human epidermal growth factor receptor,IC50,720.0,nM,=,CHEMBL683042,B,CHEMBL298679,Homo sapiens,CHEMBL203,CHEMBL1131506
COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,4.30,Inhibition of Epidermal growth factor receptor,IC50,50000.0,nM,=,CHEMBL677885,B,CHEMBL299763,Homo sapiens,CHEMBL203,CHEMBL1130533
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.87,Inhibition of human epidermal growth factor receptor,IC50,1350.0,nM,=,CHEMBL683042,B,CHEMBL50470,Homo sapiens,CHEMBL203,CHEMBL1131506
